UniqueID,Date,format_Date,Sys start,Tree,comp_start_time,comp_end_time,format_comp_start_time,format_comp_end_time,Real start,Real end,Soil temp,Vwc1 (m3/m3),Vwc2,Vwc3,Vwc4,Vwc5,Vwc_avg,Rep_vol_L
45474_436,7/1/2024,7/1/2024,,436,14:43:40,14:46:44,14:43:40,14:46:44,13:50:58,13:54:02,23.2,0.138,0.184,0.356,0.222,0.273,0.235,20
45474_434,7/1/2024,7/1/2024,,434,14:47:50,14:51:00,14:47:50,14:51:00,13:55:08,13:58:18,23.8,0.381,0.336,0.401,0.15,0.471,0.348,20
45474_418,7/1/2024,7/1/2024,,418,14:51:28,14:54:39,14:51:28,14:54:39,13:58:46,14:01:57,24.9,0.18,0.092,0.09,0.11,0.167,0.128,20
45474_417,7/1/2024,7/1/2024,,417,14:55:04,14:58:43,14:55:04,14:58:43,14:02:22,14:06:01,24.8,0.223,0.225,0.217,0.209,0.227,0.22,20
45474_419,7/1/2024,7/1/2024,,419,14:59:33,15:02:34,14:59:33,15:02:34,14:06:51,14:09:52,25.1,0.219,0.37,0.125,0.074,0.268,0.211,20
45474_420,7/1/2024,7/1/2024,,420,15:03:03,15:07:19,15:03:03,15:07:19,14:10:21,14:14:37,25.5,0.18,0.216,0.157,0.11,0.215,0.176,20
45474_421,7/1/2024,7/1/2024,,421,15:07:54,15:10:58,15:07:54,15:10:58,14:15:12,14:18:16,25.8,0.16,0.075,0.193,0.239,0.242,0.182,20
45474_422,7/1/2024,7/1/2024,,422,15:12:08,15:15:09,15:12:08,15:15:09,14:19:26,14:22:27,27.1,0.482,0.261,0.262,0.475,0.594,0.415,20
45474_423,7/1/2024,7/1/2024,,423,15:15:49,15:18:58,15:15:49,15:18:58,14:23:07,14:26:16,26,0.522,0.712,0.2,0.287,0.37,0.418,20
45474_425,7/1/2024,7/1/2024,,425,15:19:32,15:22:32,15:19:32,15:22:32,14:26:50,14:29:50,25.6,0.078,0.084,0.187,0.253,0.26,0.172,20
45474_424,7/1/2024,7/1/2024,,424,15:23:16,15:26:16,15:23:16,15:26:16,14:30:34,14:33:34,25.7,0.229,0.203,0.373,0.577,0.385,0.353,20
45474_426,7/1/2024,7/1/2024,,426,15:27:06,15:30:11,15:27:06,15:30:11,14:34:24,14:37:29,26,0.121,0.228,0.222,0.226,0.431,0.246,20
45474_442,7/1/2024,7/1/2024,,442,15:30:56,15:33:56,15:30:56,15:33:56,14:38:14,14:41:14,27,0.381,0.388,0.452,0.47,0.263,0.391,20
45474_427,7/1/2024,7/1/2024,,427,15:34:33,15:37:33,15:34:33,15:37:33,14:41:51,14:44:51,26.2,0.201,0.244,0.37,0.236,0.352,0.281,20
45474_428,7/1/2024,7/1/2024,,428,15:38:05,15:41:05,15:38:05,15:41:05,14:45:23,14:48:23,27.3,0.246,0.341,0.323,0.426,0.344,0.336,20
45474_429,7/1/2024,7/1/2024,,429,15:42:06,15:45:15,15:42:06,15:45:15,14:49:24,14:52:33,26.5,0.37,0.243,0.611,0.521,0.392,0.427,20
45474_431,7/1/2024,7/1/2024,,431,15:45:49,15:48:49,15:45:49,15:48:49,14:53:07,14:56:07,25.1,0.307,0.357,0.682,0.752,0.549,0.529,20
45474_443,7/1/2024,7/1/2024,,443,15:49:38,15:52:38,15:49:38,15:52:38,14:56:56,14:59:56,24.1,0.19,0.218,0.224,0.267,0.458,0.271,20
45474_444,7/1/2024,7/1/2024,,444,15:53:30,15:56:30,15:53:30,15:56:30,15:00:48,15:03:48,23.6,0.275,0.322,0.337,0.773,0.755,0.492,20
45474_439,7/1/2024,7/1/2024,,439,15:58:51,16:01:51,15:58:51,16:01:51,15:06:09,15:09:09,23.1,0.027,0.139,0.169,0.176,0.157,0.134,20
45474_441,7/1/2024,7/1/2024,,441,16:02:39,16:05:39,16:02:39,16:05:39,15:09:57,15:12:57,23.5,0.304,0.53,0.677,0.634,0.16,0.461,20
45474_433,7/1/2024,7/1/2024,,433,16:08:19,16:11:20,16:08:19,16:11:20,15:15:37,15:18:38,24.4,0.464,0.261,0.313,0.094,0.21,0.268,20
45481_889,7/8/2024,7/8/2024,14:23:00,889,14:23:00,14:26:16,14:23:00,14:26:16,13:30:25,13:33:41,28.7,0.168,0.301,0.374,0.244,0.209,0.259,20
45481_895,7/8/2024,7/8/2024,,895,14:27:20,14:30:20,14:27:20,14:30:20,13:34:45,13:37:45,28.4,0.299,0.317,0.355,0.244,0.198,0.283,20
45481_892,7/8/2024,7/8/2024,,892,14:39:13,14:42:26,14:39:13,14:42:26,13:46:38,13:49:51,29.3,0.215,0.245,0.461,0.252,0.285,0.292,20
45481_880,7/8/2024,7/8/2024,,880,14:43:30,14:46:30,14:43:30,14:46:30,13:50:55,13:53:55,28.9,0.252,0.321,0.388,0.438,0.335,0.347,20
45481_893,7/8/2024,7/8/2024,,893,14:47:10,14:50:25,14:47:10,14:50:25,13:54:35,13:57:50,28.3,0.197,0.441,0.439,0.562,0.377,0.403,20
45481_876,7/8/2024,7/8/2024,,876,14:51:17,14:54:38,14:51:17,14:54:38,13:58:42,14:02:03,28.9,0.238,0.317,0.385,0.361,0.329,0.326,20
45481_905,7/8/2024,7/8/2024,,905,14:56:06,14:59:07,14:56:06,14:59:07,14:03:31,14:06:32,29.3,0.264,0.263,0.414,0.34,0.254,0.307,20
45481_903,7/8/2024,7/8/2024,,903,14:59:48,15:02:48,14:59:48,15:02:48,14:07:13,14:10:13,29.2,0.326,0.307,0.395,0.151,0.333,0.302,20
45481_288,7/8/2024,7/8/2024,,288,15:10:05,15:13:06,15:10:05,15:13:06,14:17:30,14:20:31,29.7,0.398,0.385,0.239,0.225,0.426,0.335,20
45481_583,7/8/2024,7/8/2024,,583,15:13:42,15:16:42,15:13:42,15:16:42,14:21:07,14:24:07,28.7,0.33,0.246,0.229,0.116,0.262,0.237,20
45481_380,7/8/2024,7/8/2024,,380,15:17:31,15:20:31,15:17:31,15:20:31,14:24:56,14:27:56,28.7,0.336,0.294,0.405,0.417,0.356,0.362,20
45481_386,7/8/2024,7/8/2024,,386,15:21:05,15:24:05,15:21:05,15:24:05,14:28:30,14:31:30,28.6,0.412,0.285,0.368,0.195,0.261,0.304,20
45481_529,7/8/2024,7/8/2024,,529,15:27:57,15:31:06,15:27:57,15:31:06,14:35:22,14:38:31,29,0.288,0.339,0.39,0.465,0.207,0.338,20
45481_544,7/8/2024,7/8/2024,,544,15:31:42,15:34:42,15:31:42,15:34:42,14:39:07,14:42:07,29.1,0.482,0.454,0.441,0.313,0.436,0.425,20
45481_351,7/8/2024,7/8/2024,,351,15:45:09,15:48:09,15:45:09,15:48:09,14:52:34,14:55:34,28.6,0.39,0.19,0.253,0.305,0.298,0.287,20
45481_217,7/8/2024,7/8/2024,,217,15:48:35,15:51:35,15:48:35,15:51:35,14:56:00,14:59:00,28.9,0.263,0.42,0.26,0.351,0.469,0.353,20
45481_356,7/8/2024,7/8/2024,,356,15:52:06,15:55:06,15:52:06,15:55:06,14:59:31,15:02:31,28.5,0.515,0.501,0.5,0.387,0.471,0.475,20
45481_366,7/8/2024,7/8/2024,,366,15:55:32,15:58:32,15:55:32,15:58:32,15:02:57,15:05:57,29.8,0.261,0.335,0.528,0.512,0.269,0.381,20
45481_362,7/8/2024,7/8/2024,,362,15:58:56,16:01:50,15:58:56,16:01:50,15:06:21,15:09:15,29.5,0.236,0.361,0.253,0.405,0.446,0.34,20
45481_678,7/8/2024,7/8/2024,,678,16:04:09,16:07:09,16:04:09,16:07:09,15:11:34,15:14:34,29.2,0.195,0.637,0.553,0.638,0.577,0.52,20
45481_677,7/8/2024,7/8/2024,,677,16:07:32,16:10:32,16:07:32,16:10:32,15:14:57,15:17:57,28.8,0.424,0.404,0.452,0.518,0.53,0.466,20
45482_318,7/9/2024,7/9/2024,9:47:00,318,9:47:00,9:50:00,9:47:00,9:50:00,8:54:06,8:57:06,24.9,0.225,0.208,0.2,0.259,0.26,0.23,20
45482_309,7/9/2024,7/9/2024,,309,9:50:38,9:53:38,9:50:38,9:53:38,8:57:44,9:00:44,25.2,0.376,0.369,0.308,0.355,0.412,0.364,20
45482_302,7/9/2024,7/9/2024,,302,9:54:23,9:57:24,9:54:23,9:57:24,9:01:29,9:04:30,25.3,0.205,0.212,0.251,0.211,0.198,0.215,20
45482_933,7/9/2024,7/9/2024,,933,12:02:22,12:05:22,12:02:22,12:05:22,11:09:28,11:12:28,24.5,0.384,0.568,0.558,0.213,0.434,0.431,20
45482_236,7/9/2024,7/9/2024,,236,12:06:13,12:09:13,12:06:13,12:09:13,11:13:19,11:16:19,23.9,0.508,0.385,0.426,0.538,0.425,0.456,20
45482_165,7/9/2024,7/9/2024,,165,12:09:51,12:12:51,12:09:51,12:12:51,11:16:57,11:19:57,23.8,0.583,0.44,0.52,0.537,0.506,0.517,20
45482_175,7/9/2024,7/9/2024,,175,12:13:25,12:16:25,12:13:25,12:16:25,11:20:31,11:23:31,24.3,0.516,0.53,0.476,0.32,0.44,0.456,20
45482_153,7/9/2024,7/9/2024,,153,12:16:51,12:19:51,12:16:51,12:19:51,11:23:57,11:26:57,24.6,0.25,0.305,0.22,0.471,0.22,0.293,20
45482_176,7/9/2024,7/9/2024,,176,12:20:19,12:23:19,12:20:19,12:23:19,11:27:25,11:30:25,24.7,0.266,0.206,0.4,0.243,0.468,0.317,20
45482_411,7/9/2024,7/9/2024,,411,14:23:22,14:26:22,14:23:22,14:26:22,13:30:28,13:33:28,31.9,0.236,0.273,0.334,0.243,0.233,0.264,20
45482_412,7/9/2024,7/9/2024,,412,14:26:53,14:29:53,14:26:53,14:29:53,13:33:59,13:36:59,30.6,0.509,0.629,0.616,0.677,0.44,0.574,20
45482_413,7/9/2024,7/9/2024,,413,14:30:09,14:33:09,14:30:09,14:33:09,13:37:15,13:40:15,29.5,0.711,0.21,0.675,0.15,0.227,0.395,20
45482_4,7/9/2024,7/9/2024,,4,14:33:35,14:36:35,14:33:35,14:36:35,13:40:41,13:43:41,29,0.529,0.742,0.556,0.284,0.545,0.531,20
45482_432,7/9/2024,7/9/2024,,432,14:37:48,14:40:50,14:37:48,14:40:50,13:44:54,13:47:56,29.7,0.272,0.24,0.101,0.263,0.175,0.21,20
45482_433,7/9/2024,7/9/2024,,433,14:41:29,14:44:29,14:41:29,14:44:29,13:48:35,13:51:35,30,0.441,0.475,0.549,0.184,0.453,0.42,20
45482_434,7/9/2024,7/9/2024,,434,14:45:49,14:48:49,14:45:49,14:48:49,13:52:55,13:55:55,29.6,0.503,0.465,0.364,0.515,0.503,0.47,20
45482_414,7/9/2024,7/9/2024,,414,14:49:31,14:52:31,14:49:31,14:52:31,13:56:37,13:59:37,29.8,0.501,0.348,0.727,0.391,0.267,0.447,20
45482_435,7/9/2024,7/9/2024,,435,14:53:48,14:56:49,14:53:48,14:56:49,14:00:54,14:03:55,29.1,0.72,0.391,0.528,0.94,0.501,0.616,20
45482_436,7/9/2024,7/9/2024,,436,14:57:22,15:00:22,14:57:22,15:00:22,14:04:28,14:07:28,29.4,0.27,0.208,0.25,0.139,0.234,0.22,20
45482_438,7/9/2024,7/9/2024,,438,15:00:56,15:03:55,15:00:56,15:03:55,14:08:02,14:11:01,29.5,0.232,0.226,0.357,0.141,0.077,0.207,20
45482_418,7/9/2024,7/9/2024,,418,15:04:49,15:07:49,15:04:49,15:07:49,14:11:55,14:14:55,29.8,0.217,0.23,0.252,0.286,0.465,0.29,20
45482_417,7/9/2024,7/9/2024,,417,15:08:05,15:11:05,15:08:05,15:11:05,14:15:11,14:18:11,29.9,0.392,0.318,0.367,0.334,0.351,0.352,20
45482_419,7/9/2024,7/9/2024,,419,15:11:36,15:14:36,15:11:36,15:14:36,14:18:42,14:21:42,30.1,0.365,0.328,0.291,0.207,0.474,0.333,20
45482_420,7/9/2024,7/9/2024,,420,15:15:05,15:18:05,15:15:05,15:18:05,14:22:11,14:25:11,30.5,0.276,0.279,0.233,0.194,0.183,0.233,20
45482_421,7/9/2024,7/9/2024,,421,15:18:20,15:21:20,15:18:20,15:21:20,14:25:26,14:28:26,30.5,0.225,0.212,0.202,0.39,0.437,0.293,20
45482_441,7/9/2024,7/9/2024,,441,15:22:12,15:25:12,15:22:12,15:25:12,14:29:18,14:32:18,31.7,0.243,0.386,0.509,0.469,0.707,0.463,20
45482_439,7/9/2024,7/9/2024,,439,15:26:13,15:29:13,15:26:13,15:29:13,14:33:19,14:36:19,31.9,0.478,0.423,0.226,0.213,0.225,0.313,20
45482_422,7/9/2024,7/9/2024,,422,15:30:21,15:33:21,15:30:21,15:33:21,14:37:27,14:40:27,31.9,0.278,0.318,0.272,0.494,0.654,0.403,20
45482_423,7/9/2024,7/9/2024,,423,15:34:08,15:37:08,15:34:08,15:37:08,14:41:14,14:44:14,31.2,0.416,0.62,0.564,0.814,0.349,0.553,20
45482_425,7/9/2024,7/9/2024,,425,15:37:37,15:40:37,15:37:37,15:40:37,14:44:43,14:47:43,30.9,0.224,0.212,0.236,0.301,0.333,0.261,20
45482_424,7/9/2024,7/9/2024,,424,15:41:06,15:44:06,15:41:06,15:44:06,14:48:12,14:51:12,30.3,0.341,0.502,0.298,0.163,0.199,0.301,20
45482_426,7/9/2024,7/9/2024,,426,15:44:33,15:47:33,15:44:33,15:47:33,14:51:39,14:54:39,30.4,0.239,0.316,0.256,0.37,0.383,0.313,20
45482_442,7/9/2024,7/9/2024,,442,15:48:13,15:51:13,15:48:13,15:51:13,14:55:19,14:58:19,30.3,0.52,0.681,0.779,0.562,0.525,0.613,20
45482_427,7/9/2024,7/9/2024,,427,15:52:02,15:55:02,15:52:02,15:55:02,14:59:08,15:02:08,30.7,0.31,0.39,0.422,0.293,0.297,0.342,20
45482_428,7/9/2024,7/9/2024,,428,15:55:26,15:58:26,15:55:26,15:58:26,15:02:32,15:05:32,30,0.47,0.429,0.517,0.689,0.476,0.516,20
45482_429,7/9/2024,7/9/2024,,429,15:59:27,16:02:27,15:59:27,16:02:27,15:06:33,15:09:33,28.3,0.405,0.473,0.278,0.684,0.792,0.526,20
45482_431,7/9/2024,7/9/2024,,431,16:02:57,16:05:56,16:02:57,16:05:56,15:10:03,15:13:02,27.5,0.541,0.543,0.822,0.81,0.289,0.601,20
45482_443,7/9/2024,7/9/2024,,443,16:06:42,16:09:43,16:06:42,16:09:43,15:13:48,15:16:49,28.1,0.244,0.314,0.269,0.499,0.251,0.315,20
45482_444,7/9/2024,7/9/2024,,444,16:10:45,16:13:46,16:10:45,16:13:46,15:17:51,15:20:52,28.1,0.629,0.375,0.575,0.413,0.357,0.47,20
45489_895,7/16/2024,7/16/2024,9:59:15,895,9:59:15,10:02:15,9:59:15,10:02:15,9:05:48,9:08:48,25.1,0.343,0.314,0.288,0.192,0.242,0.276,20
45489_892,7/16/2024,7/16/2024,,892,10:02:48,10:05:49,10:02:48,10:05:49,9:09:21,9:12:22,24.8,0.239,0.177,0.258,0.226,0.315,0.243,20
45489_889,7/16/2024,7/16/2024,,889,10:06:33,10:09:34,10:06:33,10:09:34,9:13:06,9:16:07,25.2,0.118,0.204,0.195,0.181,0.208,0.181,20
45489_880,7/16/2024,7/16/2024,,880,10:10:17,10:13:40,10:10:17,10:13:40,9:16:50,9:20:13,25.1,0.317,0.373,0.396,0.447,0.242,0.355,20
45489_893,7/16/2024,7/16/2024,,893,10:14:45,10:17:45,10:14:45,10:17:45,9:21:18,9:24:18,25.4,0.165,0.332,0.396,0.371,0.473,0.347,20
45489_876,7/16/2024,7/16/2024,,876,10:18:36,10:21:38,10:18:36,10:21:38,9:25:09,9:28:11,25.1,0.234,0.151,0.196,0.32,0.233,0.227,20
45489_905,7/16/2024,7/16/2024,,905,10:24:03,10:27:03,10:24:03,10:27:03,9:30:36,9:33:36,25.1,0.216,0.228,0.254,0.258,0.272,0.246,20
45489_903,7/16/2024,7/16/2024,,903,10:27:47,10:30:47,10:27:47,10:30:47,9:34:20,9:37:20,25.5,0.281,0.229,0.175,0.154,0.287,0.225,20
45489_583,7/16/2024,7/16/2024,,583,10:39:09,10:42:32,10:39:09,10:42:32,9:45:42,9:49:05,25.6,0.221,0.199,0.2,0.141,0.231,0.198,20
45489_288,7/16/2024,7/16/2024,,288,10:43:33,10:46:33,10:43:33,10:46:33,9:50:06,9:53:06,25.6,0.302,0.245,0.224,0.207,0.236,0.243,20
45489_386,7/16/2024,7/16/2024,,386,10:48:24,10:51:23,10:48:24,10:51:23,9:54:57,9:57:56,26.5,0.146,0.216,0.282,0.36,0.31,0.263,20
45489_380,7/16/2024,7/16/2024,,380,10:51:58,10:54:58,10:51:58,10:54:58,9:58:31,10:01:31,26.3,0.153,0.313,0.237,0.161,0.339,0.241,20
45489_529,7/16/2024,7/16/2024,,529,10:59:21,11:02:21,10:59:21,11:02:21,10:05:54,10:08:54,26,0.303,0.213,0.316,0.216,0.182,0.246,20
45489_544,7/16/2024,7/16/2024,,544,11:03:17,11:06:17,11:03:17,11:06:17,10:09:50,10:12:50,26.1,0.37,0.27,0.331,0.309,0.343,0.325,20
45489_351,7/16/2024,7/16/2024,,351,11:08:36,11:11:36,11:08:36,11:11:36,10:15:09,10:18:09,25.6,0.264,0.188,0.265,0.208,0.231,0.231,20
45489_217,7/16/2024,7/16/2024,,217,11:12:28,11:15:28,11:12:28,11:15:28,10:19:01,10:22:01,26,0.209,0.246,0.21,0.141,0.182,0.198,20
45489_356,7/16/2024,7/16/2024,,356,11:15:58,11:18:58,11:15:58,11:18:58,10:22:31,10:25:31,26.9,0.456,0.468,0.214,0.335,0.368,0.368,20
45489_366,7/16/2024,7/16/2024,,366,11:19:54,11:22:54,11:19:54,11:22:54,10:26:27,10:29:27,27,0.22,0.236,0.382,0.354,0.355,0.309,20
45489_362,7/16/2024,7/16/2024,,362,11:23:19,11:26:19,11:23:19,11:26:19,10:29:52,10:32:52,26.8,0.338,0.393,0.294,0.326,0.231,0.316,20
45489_678,7/16/2024,7/16/2024,,678,11:28:40,11:31:40,11:28:40,11:31:40,10:35:13,10:38:13,27,0.219,0.323,0.375,0.512,0.488,0.383,20
45489_677,7/16/2024,7/16/2024,,677,11:32:03,11:35:03,11:32:03,11:35:03,10:38:36,10:41:36,26.9,0.2,0.238,0.326,0.398,0.399,0.312,20
45489_309,7/16/2024,7/16/2024,,309,11:36:11,11:39:11,11:36:11,11:39:11,10:42:44,10:45:44,25.9,0.246,0.308,0.252,0.248,0.159,0.243,20
45489_302,7/16/2024,7/16/2024,,302,11:40:32,11:43:32,11:40:32,11:43:32,10:47:05,10:50:05,26.4,0.201,0.194,0.258,0.232,0.222,0.221,20
45489_318,7/16/2024,7/16/2024,,318,11:44:47,11:47:47,11:44:47,11:47:47,10:51:20,10:54:20,26.7,0.209,0.186,0.131,0.164,0.242,0.186,20
45489_933,7/16/2024,7/16/2024,,933,11:49:43,11:52:43,11:49:43,11:52:43,10:56:16,10:59:16,27,0.263,0.353,0.48,0.151,0.082,0.266,20
45489_236,7/16/2024,7/16/2024,,236,11:53:24,11:56:24,11:53:24,11:56:24,10:59:57,11:02:57,26.9,0.256,0.483,0.369,0.42,0.195,0.345,20
45489_165,7/16/2024,7/16/2024,,165,11:57:10,12:00:10,11:57:10,12:00:10,11:03:43,11:06:43,26.5,0.251,0.254,0.39,0.234,0.283,0.282,20
45489_175,7/16/2024,7/16/2024,,175,12:00:44,12:03:47,12:00:44,12:03:47,11:07:17,11:10:20,27.3,0.468,0.435,0.302,0.232,0.436,0.375,20
45489_153,7/16/2024,7/16/2024,,153,12:04:13,12:07:13,12:04:13,12:07:13,11:10:46,11:13:46,28.5,0.322,0.287,0.159,0.164,0.243,0.235,20
45489_176,7/16/2024,7/16/2024,,176,12:07:55,12:11:02,12:07:55,12:11:02,11:14:28,11:17:35,28.4,0.278,0.202,0.407,0.366,0.319,0.314,20
45490_411,7/17/2024,7/17/2024,10:18:45,411,10:18:45,10:22:09,10:18:45,10:22:09,9:25:16,9:28:40,24.9,0.372,0.249,0.236,0.28,0.246,0.277,20
45490_412,7/17/2024,7/17/2024,,412,10:22:50,10:25:56,10:22:50,10:25:56,9:29:21,9:32:27,25,0.467,0.635,0.695,0.417,0.589,0.561,20
45490_413,7/17/2024,7/17/2024,,413,10:26:33,10:30:15,10:26:33,10:30:15,9:33:04,9:36:46,25.3,0.315,0.274,0.647,0.53,0.671,0.487,20
45490_4,7/17/2024,7/17/2024,,4,10:31:25,10:35:02,10:31:25,10:35:02,9:37:56,9:41:33,25.2,0.752,0.816,0.834,0.802,0.526,0.746,20
45490_432,7/17/2024,7/17/2024,,432,10:36:44,10:39:52,10:36:44,10:39:52,9:43:15,9:46:23,25.7,0.745,0.873,0.787,0.243,0.452,0.62,20
45490_433,7/17/2024,7/17/2024,,433,10:40:23,10:44:09,10:40:23,10:44:09,9:46:54,9:50:40,25.2,0.798,0.495,0.816,0.83,0.876,0.763,20
45490_414,7/17/2024,7/17/2024,,414,10:46:14,10:49:20,10:46:14,10:49:20,9:52:45,9:55:51,24.7,0.419,0.637,0.745,0.695,0.769,0.653,20
45490_436,7/17/2024,7/17/2024,,436,10:53:01,10:54:39,10:53:01,10:54:39,9:59:32,10:01:10,25.4,0.68,0.46,0.242,0.938,0.854,0.635,20
45490_438,7/17/2024,7/17/2024,,438,11:01:53,11:05:57,11:01:53,11:05:57,10:08:24,10:12:28,25.1,0.461,0.75,0.588,0.451,0.208,0.492,10
45490_434,7/17/2024,7/17/2024,,434,11:08:04,11:11:08,11:08:04,11:11:08,10:14:35,10:17:39,27.9,0.602,0.588,0.623,0.474,0.416,0.541,20
45490_417,7/17/2024,7/17/2024,,417,11:11:58,11:15:39,11:11:58,11:15:39,10:18:29,10:22:10,27.4,0.42,0.25,0.348,0.47,0.542,0.406,15
45490_418,7/17/2024,7/17/2024,,418,11:16:24,11:19:24,11:16:24,11:19:24,10:22:55,10:25:55,27.3,0.506,0.402,0.471,0.517,0.468,0.473,2
45490_419,7/17/2024,7/17/2024,,419,11:21:49,11:25:07,11:21:49,11:25:07,10:28:20,10:31:38,27.5,0.387,0.482,0.513,0.582,0.426,0.478,3
45490_441,7/17/2024,7/17/2024,,441,11:27:05,11:30:05,11:27:05,11:30:05,10:33:36,10:36:36,27.1,0.711,0.732,0.394,0.91,0.757,0.701,24
45490_439,7/17/2024,7/17/2024,,439,11:32:49,11:35:49,11:32:49,11:35:49,10:39:20,10:42:20,26.4,0.521,0.489,0.935,0.267,0.45,0.532,31
45490_420,7/17/2024,7/17/2024,,420,11:39:53,11:43:04,11:39:53,11:43:04,10:46:24,10:49:35,25.6,0.373,0.507,0.802,0.262,0.358,0.46,411
45490_421,7/17/2024,7/17/2024,,421,11:43:58,11:47:35,11:43:58,11:47:35,10:50:29,10:54:06,25.7,0.224,0.491,0.497,0.486,0.209,0.381,20
45490_422,7/17/2024,7/17/2024,,422,11:48:55,11:51:55,11:48:55,11:51:55,10:55:26,10:58:26,27.3,0.705,0.48,0.616,0.717,0.226,0.549,20
45490_423,7/17/2024,7/17/2024,,423,11:53:24,11:56:25,11:53:24,11:56:25,10:59:55,11:02:56,26.9,0.516,0.935,0.848,0.687,0.714,0.74,20
45490_425,7/17/2024,7/17/2024,,425,11:58:02,12:01:02,11:58:02,12:01:02,11:04:33,11:07:33,26.3,0.375,0.177,0.764,0.712,0.232,0.452,20
45490_424,7/17/2024,7/17/2024,,424,12:02:21,12:05:21,12:02:21,12:05:21,11:08:52,11:11:52,27.3,0.228,0.783,0.637,0.941,0.873,0.692,20
45490_426,7/17/2024,7/17/2024,,426,12:06:16,12:09:21,12:06:16,12:09:21,11:12:47,11:15:52,26.8,0.401,0.251,0.499,0.899,0.525,0.515,20
45490_442,7/17/2024,7/17/2024,,442,12:10:43,12:14:52,12:10:43,12:14:52,11:17:14,11:21:23,26.4,0.547,0.92,0.909,0.877,0.858,0.822,20
45490_427,7/17/2024,7/17/2024,,427,12:16:16,12:20:48,12:16:16,12:20:48,11:22:47,11:27:19,27.3,0.302,0.406,0.582,0.57,0.738,0.52,20
45490_444,7/17/2024,7/17/2024,,444,12:28:51,12:32:57,12:28:51,12:32:57,11:35:22,11:39:28,NA,NA,NA,NA,NA,NA,0,20
45490_443,7/17/2024,7/17/2024,,443,12:34:49,12:38:07,12:34:49,12:38:07,11:41:20,11:44:38,NA,NA,NA,NA,NA,NA,0,20
45490_431,7/17/2024,7/17/2024,,431,12:39:42,12:42:43,12:39:42,12:42:43,11:46:13,11:49:14,NA,NA,NA,NA,NA,NA,0,20
45490_429,7/17/2024,7/17/2024,,429,12:43:49,12:47:00,12:43:49,12:47:00,11:50:20,11:53:31,NA,NA,NA,NA,NA,NA,0,20
45490_428,7/17/2024,7/17/2024,,428,12:52:08,12:55:08,12:52:08,12:55:08,11:58:39,12:01:39,NA,NA,NA,NA,NA,NA,0,20
